Scenario,Thought,Distortion Type,label
"Bạn và người bạn thân nhất của mình xảy ra tranh cãi, cả hai không ai chịu nhường ai, tuyên bố cắt đứt quan hệ.","Trong khoảng thời gian này, tôi dường như mất kiểm soát thế giới của mình, mọi thứ đều hỗn loạn.",Non-distorted,0
"Trong dòng xe cộ đông đúc, một chiếc xe vượt lên phía trước chúng ta.","Mình vô cùng tức giận hạ cửa kính xuống chửi rủa anh ta, nhưng lại cảm thấy hối hận vì không thể kiểm soát hành vi của mình, nghĩ rằng mình có ý chí kém, là kẻ vô dụng không kiểm soát được cảm xúc.",All-or-Nothing Thinking,1
"Giáo viên giao cho bạn dự án, bạn không hoàn thành đúng hạn, bị giáo viên phê bình.","Dù sao thì dự án này mình cũng không muốn làm, giáo viên còn tỏ vẻ khó chịu với mình, dự án này không thuận lợi với mình, dứt khoát không làm nữa.",Emotional Reasoning,1
"Bạn vất vả làm việc nhà, bố mẹ không nhìn thấy.","Làm xong việc nhà mình cũng rất vui, thỉnh thoảng lao động một chút cảm giác cũng rất tốt.",Non-distorted,0
"Bạn chăm chỉ học tập, ban đầu kỳ vọng đạt điểm cao, nhưng bạn chỉ vừa đủ điểm đỗ.",Có vẻ như mình vẫn còn thiếu sót trong việc nắm vững phần kiến thức này.,Non-distorted,0
"Bạn có thành tích rất kém, mặc dù đã rất cố gắng học tập, nhưng kết quả vẫn không như ý.","Đây không phải là nội dung sở trường của mình, không cần phải quá bận tâm, hãy dành nhiều tâm sức hơn cho những lĩnh vực mình yêu thích, để đạt được những thành tựu lý tưởng.",Non-distorted,0
Đàn em cho rằng bạn chưa bồi dưỡng anh ta đủ.,"Anh ấy chắc chắn gần đây công việc không tốt, gặp phải nút thắt cổ chai, cố tình gây sự với mình.",Fortune-telling,1
"Bây giờ là năm cuối đại học, nhưng gần đây bạn vẫn đang phân vân giữa việc học lên thạc sĩ hay đi làm, dao động không quyết định được.","Mình nên học lên thạc sĩ hay đi làm đây, lựa chọn thật khó, thật băn khoăn.",Non-distorted,0
"Đầu tư thất bại, mất hết tiền tiết kiệm.","Mình chìm đắm trong sự tự mãn, trách nhiệm của dự án thất bại hoàn toàn thuộc về mình, mình đã hại gia đình mình, mình là một tội đồ.",Personalization,1
"Bạn bè rủ bạn đi ăn, nhưng lúc đó bạn thực ra đã có hẹn rồi.","Anh ấy không còn coi mình là bạn nữa, anh ấy sẽ cùng những người ghét mình hợp sức lại bắt nạt mình, cuộc sống của mình sẽ không bao giờ có một khoảnh khắc bình yên nào nữa.",Fortune-telling,1
"Gần đây bạn bị gãy xương, mỗi lần bạn bè đều phải đi cùng bạn xuống lầu, đưa bạn đi học.","Lỡ như cô ấy chỉ vì sĩ diện mà không tiện từ chối yêu cầu của mình thì sao, lỡ như cô ấy trong lòng cũng cảm thấy mình rất phiền phức thì sao.",Mind Reading,1
"Bạn không phải là một đứa trẻ xinh đẹp, bạn cảm thấy hơi tự ti.","Mỗi lần đi trên đường, mình đều cảm thấy người khác đang cười nhạo ngoại hình của mình.",Mind Reading,1
"Bạn đi ra ngoài không mang ô, nhưng đột nhiên trời bắt đầu mưa, mưa rất to, bạn không vui lắm.","Quần áo đều ướt hết rồi, lát nữa có khi lại gặp người quen thì sao, thật là xấu hổ quá, muốn tìm một cái lỗ mà chui xuống.",Mind Reading,1
Tài liệu ôn tập của bạn hoàn toàn không khớp với đề thi.,"Tất cả những nỗ lực trên thế giới này đều là vô ích, vất vả đều vô dụng, còn nỗ lực làm gì nữa, cứ thế mà buông xuôi thôi. Mọi thứ đều đã được định sẵn, không thể thay đổi bất cứ điều gì.",Overgeneralization,1
"Chú chó nhỏ mà bạn đã nuôi nấng cẩn thận qua đời, bạn cảm thấy vô cùng đau buồn.","Tự trách mình sơ suất. Sâu thẳm trong lòng mình biết, nếu không phải lỗi của mình, có lẽ nó vẫn còn sống.",Personalization,1
Người yêu bạn không may qua đời cách đây một thời gian.,"Tại sao mình lại không thể xử lý tốt mọi tình huống đột xuất, mình thực sự không biết sống để làm gì, vô nghĩa.",All-or-Nothing Thinking,1
"Gần đây vừa được thăng chức, nhưng sợ năng lực của mình không thể đảm nhiệm.","Học hỏi nhiều hơn, hiểu rõ tính cách và năng lực của các thành viên, thì mới có thể tổ chức mọi người tốt.",Non-distorted,0
Bài luận mà bạn đã vất vả viết không được đồng nghiệp công nhận.,"Mình cố gắng như vậy có ích gì, tất cả đều vô ích, căn bản không thấy được thành quả, không bao giờ tin rằng nỗ lực sẽ có hồi báo nữa.",All-or-Nothing Thinking,1
"Đột nhiên thức dậy lúc ba giờ sáng, bạn vẫn cảm thấy rất buồn ngủ, công việc ngày mai có thể bị ảnh hưởng.","Buồn ngủ quá, ngày mai trạng thái làm việc không tốt có bị sếp mắng không nhỉ, hơi lo lắng.",Fortune-telling,1
"Bạn được chẩn đoán mắc khối u não, rất hoang mang, cảm thấy rất sợ hãi.","Cuộc đời mình xong rồi, không còn hy vọng gì nữa, đây có lẽ là công việc tồi tệ nhất trên thế giới này.",All-or-Nothing Thinking,1
Bài luận mà bạn đã vất vả viết không được đồng nghiệp công nhận.,"Mình đúng là một kẻ vô dụng, một kẻ dốt nát không thể làm tốt bài luận nghiên cứu khoa học.",Labeling and Mislabeling,1
"Bạn và bạn bè mỗi ngày đều ăn cơm cùng nhau, đột nhiên một ngày cô ấy không đến tìm bạn ăn cơm.","Vốn dĩ hôm nay thi không tốt, tâm trạng đã không tốt rồi, bây giờ lại không có ai đi ăn cùng mình, hôm nay thật là xui xẻo!",Non-distorted,0
"Bố mẹ hối thúc bạn kết hôn và sinh con, bạn cảm thấy rất khó chịu.","Thật không hiểu kết hôn sinh con có ý nghĩa gì, lẽ nào ý nghĩa cuộc đời trong mắt họ chỉ có những thứ này thôi sao?",All-or-Nothing Thinking,1
"Bạn chủ động chào hỏi, bạn học mới cũng chỉ qua loa đáp lại.","Dù mình làm gì, cũng không thể thành công. Thế giới của mình, giống như thủy tinh vỡ vụn, những mảnh vỡ tàn nhẫn cứa vào mình.",All-or-Nothing Thinking,1
"Bạn mua một túi cổ vịt, ăn cổ vịt bị mắc nghẹn.","Quá bất cẩn, gần đây cần nâng cao cảnh giác.",Non-distorted,0
Gần đây bạn cảm thấy chiều cao của mình không lý tưởng lắm.,"Chiều cao của họ khiến mình ngưỡng mộ, nhưng thành tích xuất sắc của mình cũng nên khiến họ ngưỡng mộ. Không ai hoàn hảo, cũng không ai vô dụng.",Non-distorted,0
"Bạn có thành tích rất kém, mặc dù đã rất cố gắng học tập, nhưng kết quả vẫn không như ý.","Cảm giác như chạm đáy, nhưng mỗi lần tôi nghĩ nó là đáy, nhưng thực tế không phải vậy. Tôi sẽ đi đâu từ đây?",Overgeneralization,1
Có lần bạn nghe thấy bạn trai/bạn gái của mình đang nói chuyện với bạn thân khác giới.,"Nếu người yêu mình cũng phản bội mình, vậy thì mình sống còn ý nghĩa gì nữa, không ai yêu mình.",All-or-Nothing Thinking,1
"Chú chó nhỏ mà bạn đã nuôi nấng cẩn thận qua đời, bạn cảm thấy vô cùng đau buồn.","Mình ngay cả một chú chó nhỏ cũng không chăm sóc tốt được, đúng là một người chủ thất bại, sau này sẽ không bao giờ nuôi bất kỳ con vật nhỏ nào nữa.",Overgeneralization,1
"Tháng này, có nhiều đồng nghiệp trẻ mới đến, họ làm việc hiệu quả và rất tốt, bạn cảm thấy hơi lo lắng.","Trẻ trung thật tốt, lớp sóng sau xô lớp sóng trước, mình cũng phải cố gắng gấp bội. Dù người trẻ có niềm đam mê vô tận, nhưng người giàu kinh nghiệm lại có lợi thế hơn.",Non-distorted,0
"Bạn bị chụp ảnh khỏa thân cưỡng bức, bạn rất đau khổ, không dám nói cho ai biết.","Mình bị người ta nhìn thấy hết rồi, trinh tiết của mình mất rồi, cuộc đời mình cũng bị hủy hoại rồi, mình đời này coi như xong rồi.",All-or-Nothing Thinking,1
"Bạn và bạn bè mỗi ngày đều ăn cơm cùng nhau, đột nhiên một ngày cô ấy không đến tìm bạn ăn cơm.","Ngay cả ăn cơm cũng không ai muốn ăn cùng mình nữa, mình thật là thất bại, đã sa sút đến mức bị tất cả mọi người ghét bỏ như thế này rồi.",All-or-Nothing Thinking,1
"Chú chó nhỏ mà bạn đã nuôi nấng cẩn thận qua đời, bạn cảm thấy vô cùng đau buồn.",Nó chỉ là đã hoàn thành nhiệm vụ và trở về hành tinh chó để sống tốt thôi.,Non-distorted,0
"Để giúp con cải thiện thành tích, bạn đã kèm cặp đứa trẻ này một thời gian, kết quả thi được 70 điểm, bạn vẫn không hài lòng với kết quả này.","Ngay cả con mình cũng không dạy dỗ tốt được, mình đúng là một thằng ngốc.",Labeling and Mislabeling,1
"Gần đây công việc rất bận, con bạn bị bỏ bê, bạn cảm thấy thiếu sự đồng hành với con.","Trẻ em trong gia đình đơn thân đều như vậy, không thể có đủ tình yêu thương của cha và mẹ, nên con tôi không thể trách tôi, tôi cũng không có cách nào khác.",Overgeneralization,1
"Bạn cảm thấy bạn cùng phòng dường như mỗi ngày đều có mối quan hệ rất tốt, nhưng bạn không thể hòa nhập.","Mọi người chỉ bận việc riêng của mình thôi, làm gì có ai rảnh rỗi cả ngày đi tìm người khác nói chuyện chứ. Họ chắc chắn nghĩ mình rất phiền, nên đều cố tình không để ý đến mình.",Mind Reading,1
"Sáng dậy, vốn dĩ muốn ngủ thêm một lát, dậy thì phát hiện đã muộn.","Sao mình lại không có khái niệm về thời gian như vậy, làm gì cũng không đúng giờ, hoạt động cũng đến muộn, bây giờ ngay cả đến lớp cũng ngủ quên. Đây là phong cách làm việc của mình, mình căn bản là một kẻ vô dụng.",All-or-Nothing Thinking,1
"Gần đây vừa được thăng chức, nhưng sợ năng lực của mình không thể đảm nhiệm.","Sếp đã thăng chức cho mình, điều đó chứng tỏ ông ấy khẳng định năng lực của mình, mình phải tin vào bản thân, làm việc tốt, không phụ lòng tin của sếp.",Non-distorted,0
Hai tuần liên tiếp không nhận được tin nhắn hoặc cuộc gọi.,"Tôi không có bạn bè thật sự, chỉ có một vài người, tôi thỉnh thoảng sử dụng Snapchat trong công việc, nhưng nếu tôi chết, họ thậm chí sẽ không nhận ra.",Mind Reading,1
Tài liệu ôn tập của bạn hoàn toàn không khớp với đề thi.,"Mình sẽ tiếp tục cố gắng luyện tập, chỉ cần luyện tập thêm một chút nữa là được.",Non-distorted,0
"Bạn có thành tích rất kém, mặc dù đã rất cố gắng học tập, nhưng kết quả vẫn không như ý.","Có vẻ như phương pháp học tập có vấn đề, cần hỏi thầy cô nhiều hơn, không thể tự mình mày mò học bừa.",Non-distorted,0
"Trong một hoặc hai tháng qua, tôi thức dậy ít nhất một lần mỗi tuần vì đau lưng.","Hậu quả của việc ngồi sai tư thế, tôi đã trải nghiệm rồi.",Non-distorted,0
"Đột nhiên bạn đi ra ngoài, phát hiện quần áo của mình bị ngược.","Thật xấu hổ quá, người trên phố chắc chắn đều nhìn thấy rồi, những người thì thầm đó chính là đang lén cười nhạo mình, chắc chắn đang nói xấu mình.",Mind Reading,1
"Bạn chăm chỉ học tập, ban đầu kỳ vọng đạt điểm cao, nhưng bạn chỉ vừa đủ điểm đỗ.","Đôi khi mình cảm thấy áp lực học hành ở trường quá lớn, mình có thể sắp sụp đổ rồi.",Mind Reading,1
"Đi ăn ở nhà hàng, bạn phát hiện có một con côn trùng nhỏ trong thức ăn.","Ăn một bữa cơm mà cũng có côn trùng, mình đúng là xui xẻo quá, sau này mỗi lần ăn cơm mình chắc chắn sẽ gặp côn trùng thôi, dù sao mình cũng đã ăn nhiều như vậy rồi.",Overgeneralization,1
