Num,场景,思维,标签
201,周围的人跟别人说了你喜欢隔壁班男生的秘密，还传到了你的耳朵里。,这些人不为我保守秘密，以后也不会有人帮我保守秘密的,过度泛化
202,应聘的时候，HR表示你不符合我们公司的要求。,肯定名额早就内定好了，面试只是走个过场，这家公司肯定有黑幕,读心术
203,你住的公寓，突然爆雷，你无家可归了。,肯定是我上辈子做了天怒人怨的事情才让我这辈子来赎罪,个人化归责
204,为了让他成绩提高，给这个孩子辅导了一段时间，考了70分，你依旧对这个成绩不满意,那些顽皮的小子们，他们的未来不会有什么大的改变，他们不可能会出人头地，他们的命运已经被注定。 ,算命
205,最近工作特别忙碌，上司给了你很大的压力，但周围同事看起来没有什么异常。,每天的压力都好大，我喘不过气了，好想去死啊,情绪化推理
206,你之前在的公司效益不好倒闭了，所以你已经半年没有工作了,算了，放弃找工作吧，不会有单位要我的，我不可能找得到工作,算命
207,同学们都出去了，你一个人待在教室，感到自己有些孤独。,我感到与所有事物和每个人都脱节了：我真的不确定如何解释这一点，但无论我是独自一人还是在人群中，我都会感受到这种“差异化”的感觉。,过度泛化
208,连续两周没接到消息或电话。,抑郁告诉我没有人在乎，我也知道并没有人在乎我。,过度泛化
209,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,本来大学生活就一团乱麻，现在又骨折了，我的大学生活简直就是一片黑暗。从此只会越来越糟。,非黑即白
210,你和同学在网吧打游戏，老师突然进来把你抓住了。,抓紧认错，想老师乞求原谅，说不定还有一线转机,非扭曲
211,每年过年，家里人就会询问你的各种情况,最怕这种饭桌上的询问了，要是某一年发展得不好真恨不得不过年也不吃饭,算命
212,作为一名律师，你的官司输掉了。,输掉官司的滋味真不好受！这还只是我的第一场官司！律师真是一个没用的职业。,情绪化推理
213,当你一切准备好，准备离家时，母亲又大病一场，家里总发生些事情，让你不敢离家到外面去打天下。,我这样的家庭还配拥有什么理想，苟且地过了这辈子也就算了。,算命
214,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,我就是个病秧子，身体一直就有毛病，治不好的，现在这样虚弱，以后也没几年好活,乱贴标签
215,最近临近项目交付，下班后脑子里也不停地想工作。,我好累啊，但是我不能不对我的项目负责，即使我感觉自己一直在被压榨着，我也不能脱离这个我努力了很久的项目 ，一旦放手，我的所有精力都全白费了，工作现在对我来说成为了一件痛苦的事情,情绪化推理
216,过年了，年夜饭上，你同辈的人都有才艺表演，你只能闷头吃饭。,我真没用，胆小鬼，根本不配跟那些优秀兄弟姐妹们坐在一起吃年夜饭。,乱贴标签
217,父母最近在吵架，没有太管你。,他们从始至终都没有为我考虑过，我就像一个透明人在这个世界飘荡。,读心术
218,连续两周没接到消息或电话。,我算是看透了，所谓的朋友也不过如此，我再也不会相信任何人，我根本不需要朋友。所有人都是自私的，只在乎自己，友谊根本就是个笑话。,情绪化推理
219,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,前天我看见我舍友拿着我的水瓶，是他给我下药了吧。,读心术
220,做梦嫁给白马王子，最后你只嫁给了你并不喜欢的丈夫。,白马王子什么的只存在于童话里，像我这种条件的也只能找到这样的了。,非扭曲
221,你成绩很差，虽然很努力学习了，但是结果还是不理想。,请教请教老师同学，再加把劲，我一定没问题的,非扭曲
222,你和室友最近经常发生矛盾。,我们性格不同，所以经常发生冲突，我觉得很焦虑,非扭曲
223,父母有些过度干涉你的生活了，你最近做的事情，父母经常过问。,很多问题明明不用问他们偏要问个不停，他们从来没考虑我我的感受，只顾着满足自己的掌控欲,读心术
224,你并不是一个长得好看的孩子，你感到有些自卑。,我脸色不好没有必要化妆，因为我要染头发但是你他妈的说得对，我画了眉毛,非扭曲
225,你并不是一个长得好看的孩子，你感到有些自卑。,不用想也知道没有人会喜欢我，他们一定会因为我的丑陋而巴不得离我远远的,算命
226,很不幸，你被确诊为了精神疾病。,原来我最近的痛苦源自生病，这真是出乎意料，又在情理之中。,非扭曲
227,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,减肥是为了让自己更健康，而不是计算每一口食物的卡路里摄入量。,非扭曲
228,你最近在父亲的手机里 发现了小三的微信。,爸爸怎么会找小三？太恶心了！我真是无比愤怒！这样的人，糟蹋了妈妈的一片真心！这种人活着做什么，简直是浪费社会资源！我要让他付出应有的代价！,非黑即白
229,你住的公寓，突然爆雷，你无家可归了。,我连自己的成果都保护不好，会失去工作，以后只能流落街头受冻挨饿。,读心术
230,你之前在的公司效益不好倒闭了，所以你已经半年没有工作了,虽然没有工作，但是我确实和家人有了更多的相处，也利用这些时间学习了一些新的技术！,非扭曲
231,父母总把你和其他孩子作对比，你感到很不开心。,不管去哪，只要看见是个和我一样大的孩子，他们就能从他身上找出优点来和我比。我永远都无法让他们满意。,算命
232,吃了很多低热量食物，体重还是无法降下来。,明明都已经少吃这么多了，可是这个结果还是不尽如人意，_，受了这么多罪，倒是没见体重降一点，减肥真的好苦啊，我真的不想坚持了。,非扭曲
233,老板决定降低你们所有员工的薪水，你感到很难过。,我正好有想买的裙子，也没有机会买了，突然降低的薪水使我感到很伤心。,非扭曲
234,你和同学在网吧打游戏，老师突然进来把你抓住了。,老师肯定在这里待很久了，就是为了抓住我，惩罚我,读心术
235,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我总是记不住别人对我的好，像这样的事情大概会被我很快忘记吧。,情绪化推理
236,你最近感觉学习有点艰难，论文写得你很头疼，老师因为论文已经找你好几次了,这个论文我永远也写不好了，我再也不想写论文了,过度泛化
237,你最近怀孕了，感觉很难受。,我每天接受着身体上的痛苦和心理上的抑郁，而我周围的人却不能理解我也不能与我感同身受,读心术
238,最近工作很忙，你的孩子疏于照顾，你感觉缺少了对孩子的陪伴。,我都这么长时间没有好好陪过孩子了，他心里一定会责怪我吧,读心术
239,你发现室友好像在和你暗暗较劲。,或许可以努力把这种暗中较劲变成良性竞争，这样我们两个都会进步,非扭曲
240,有人欺负你，说你是一个不重要的人。,是我哪里做的不合适了，全都是我自己的问题,个人化归责
241,经常性的加班，让你感觉太难受了。,是不是我死了大家就开心了，老板也会很快乐再也不用给我这个废物发工资了。我一定是这个公司的累赘，没有我大家都会更好。,过度泛化
242,你努力试图去安慰朋友，但朋友更生气了,合格的朋友一定会照顾好对方的情绪，我不是个合格的朋友,非黑即白
243,父母总把你和其他孩子作对比，你感到很不开心。,好好跟他们谈谈，让他们知道我的不开心，我也是有心情的，我不喜欢这样。,非扭曲
244,很不幸，你最近很难受，还没查出来具体疾病。,我只会拖累别人给别人添麻烦，爸妈不知道花了多少钱赔在我身上了。我就是个负担，他们一定后悔生下我。,个人化归责
245,女儿最近晚上出去，夜不归宿，也没有和你打电话。,这丫头和她妈一个样，就知道往外跑，从来不知道给我打个电话；天下女人都是这样，不把男人放在眼里，就会要钱,过度泛化
246,你正在考研，压力很大，你很担心。,虽然现在有点没把握，竞争也很激烈，但是我这么聪明勤奋，专注认真，刻苦有拼劲的人，肯定可以的,非扭曲
247,你主动打招呼，新同学也爱理不理地敷衍一下。,会不会是我刚才说话太大声了吓到她了啊，都是我的过错,个人化归责
248,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,要不怎么说我是天生的倒霉蛋，就想吃个鸭脖都能被卡个够呛，运气真是够差的,乱贴标签
249,说好一起出去玩，你却被放了鸽子,被放鸽子了真烦，我就不该交朋友。,过度泛化
250,和同学约好去打篮球，到点了他却没有来。,我催他他会觉得我对他不满吧，反正也没多长时间，还是再等等吧。我是不是太懦弱了，总是害怕得罪人？,读心术
251,你并不是一个长得好看的孩子，你感到有些自卑。,都是我爸妈把我生得这么难看，别人都好看，有人喜欢，就我讨人嫌。我注定要孤独一生，没人愿意和我在一起。,过度泛化
