Original Text,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All or Nothing Thinking
"Tôi không biết liệu tôi có đáng bị đổ lỗi không, liệu có những điều tôi có thể làm để cải thiện mối quan hệ ngoài việc ngồi và tránh mọi liên lạc với anh ấy, điều đó không hiệu quả hoặc chỉ tuân theo mọi quy tắc anh ấy đưa ra. Tuy nhiên, tôi là người bị đổ lỗi cho điều đó chứ không phải anh ấy, điều này khiến tôi trầm cảm và nghĩ rằng có lẽ có điều gì đó sai với tôi mà tôi không nhận ra nên tôi thực sự không biết phải làm gì trong tình huống này.",0,0,0,0,0,0,0,0,0,0
"Nó chỉ cảm thấy như họ có thể không coi trọng tôi hoặc nghĩ rằng tôi đang tìm kiếm sự chú ý. Và tôi không muốn họ nhìn tôi khác đi như thể tôi là một kẻ điên vì tôi lo lắng. Tôi muốn nói với họ, nhưng tôi chỉ không thể. Tôi không cảm thấy mình đáng để họ dành thời gian.",0,0,0,0,0,0,1,0,0,0
"Kể từ khi tôi 9 tuổi (tức là 5 năm), cảm giác như một làn sương mù cứ đeo bám tôi khắp nơi.",0,0,0,0,0,0,0,0,0,0
Cả đời tôi chưa bao giờ có niềm đam mê nào với bất cứ điều gì. ,0,1,0,0,0,0,0,0,0,0
"Gần đây, tôi có cảm giác như có ai đó đang theo dõi mình, như một bóng ma (Gần đây, nghĩa là trong tuần qua điều này đã bắt đầu.) và tôi không nghe thấy bất kỳ giọng nói hay bất cứ điều gì nhưng tôi rất sợ rằng mình có thể bị điên hay điều gì đó, điều đó khiến tôi rất sợ hãi. ",0,0,0,0,0,0,0,0,0,0
Tôi cảm thấy chồng mình từ chối sống trong thực tại.,0,0,0,0,0,0,1,0,0,0
"Khi chúng tôi mới quen nhau, mối quan hệ của chúng tôi thật hoàn hảo. Chúng tôi đã là bạn một thời gian và quyết định đưa mối quan hệ lên một tầm cao mới. Anh ấy chu đáo và yêu thương và khiến tôi cảm thấy đặc biệt.",0,0,0,0,0,0,1,0,0,0
"Tôi chưa bao giờ kể cho bất cứ ai về những gì đã xảy ra nhiều năm trước, vì sợ rằng tôi đang phóng đại sự nghiêm trọng của những gì đã xảy ra.",0,0,0,0,0,0,0,0,0,0
"Tôi dường như luôn cảm thấy tội lỗi, nhưng tôi không biết tại sao.",0,0,0,0,0,0,0,0,0,0
"Mỗi khi tranh cãi, tôi luôn là người bị người khác hạ thấp.",0,1,0,0,0,0,0,0,0,0
Cuối cùng tôi mất đi bất kỳ bản năng nào để chuyển sang hoạt động tình dục và thay vào đó thích sự thoải mái và thân mật về mặt cảm xúc. ,0,0,0,0,0,0,0,0,0,0
"Mọi người không thực sự quan tâm đến tôi, tôi là người họ gọi chỉ khi họ cần điều gì đó.",0,0,0,0,0,0,1,0,0,0
"Điều đang xảy ra với tôi bây giờ là tôi không thể làm việc vì tôi luôn có một cảm giác kỳ lạ rằng tôi không thoải mái với bản thân mình, đầu óc tôi luôn bận rộn với điều gì đó mà tôi không biết. Tôi cảm thấy như có điều gì đó tôi nên làm và vì cảm giác đó tôi không muốn tham gia vào các cuộc trò chuyện, tôi không muốn ngủ hay ăn hay vui vẻ và dạ dày tôi đau suốt. tôi không tập trung vào bất cứ điều gì, ngay cả khi xem phim tôi cũng cảm thấy đầu óc mình ở nơi khác.",0,0,0,0,0,0,0,0,0,0
"Tuy nhiên, tôi có thể kết luận rằng việc cô ấy hủy bỏ cuộc gặp gỡ ngẫu nhiên của chúng tôi là để ở bên người đó. Tôi vẫn cố gắng tử tế nhất có thể với X, nhưng cuối cùng, tôi cảm thấy như mình không còn biết cô ấy nữa.",0,0,0,0,0,0,1,0,0,0
luôn bị bố mẹ kiểm soát và họ cảm thấy ý kiến của mình là duy nhất và đúng đắn.,0,0,0,0,0,0,0,0,0,0
Tôi bị sao vậy?,0,0,0,0,0,0,0,0,0,0
"Tôi cảm thấy tại sao phải làm mọi thứ, đi học, dọn nhà v.v. Tôi đã nghĩ về ngày tận thế vào năm 2012 và nghĩ tại sao phải làm bất cứ điều gì. Tôi đã đùa giỡn với thuốc của mình vì tôi không quan tâm.",0,0,0,0,0,0,0,0,0,0
". Vì vậy, tôi đợi… trong khi tôi đợi, những suy nghĩ nặng nề thực sự bắt đầu ám ảnh tôi và tôi cứ lặp đi lặp lại rằng tất cả là lỗi của tôi khi điều này xảy ra trong đầu tôi… luôn là lỗi của tôi…. tôi nên chết… Những thứ như vậy… Tôi đã tự đẩy mình vào trạng thái cảm xúc.",0,0,0,0,0,0,0,0,0,0
"Tôi mất một thời gian rất dài để học cách tin tưởng nhà trị liệu của mình. Gần đây lòng tin của tôi đã bị lung lay. Thật phức tạp nhưng tôi cảm thấy mình khó có thể tự mình được hiểu, và đôi khi tôi cảm thấy nhà trị liệu của tôi đang bao che cho tôi, và nhà trị liệu của tôi đang chịu đựng tôi chứ không phải đánh giá cao tôi.",0,0,0,0,0,0,1,0,0,0
"Được rồi, hãy bắt đầu với việc tôi không thích tức giận nhưng tôi tức giận với mọi thứ và mọi người không giúp được gì cả.",0,0,0,0,0,0,0,0,0,0
"Tôi đang trong trạng thái tức giận cực độ liên tục, tôi không thể rời khỏi không gian sống của mình vì tôi không thể kiểm soát sự tức giận khi tôi ở gần mọi người.",0,0,0,0,0,0,0,0,0,0
Tôi biết mình nên tìm sự tư vấn thích hợp chứ không nên hỏi trực tuyến nhưng tôi tò mò muốn nghe ý kiến của bạn về vấn đề này.,0,0,0,0,0,0,0,0,0,0
"Ngay bây giờ, dường như dù tôi làm gì thì tôi cũng bị mắc kẹt và tôi cảm thấy mình không thể nói chuyện với bất cứ ai về cảm giác của mình vì họ sẽ chỉ nghĩ rằng tôi sẽ vứt bỏ mọi thứ vì vị hôn phu của tôi thật tuyệt vời.",0,0,0,0,0,0,1,0,0,0
Bạn trai tôi không tin tưởng tôi vì những mối quan hệ trong quá khứ.,0,0,0,0,0,0,0,0,0,0
Tôi chỉ có thể kiểm soát không làm điều này trong 1 ngày và sau đó tôi lại bắt đầu làm lại.,0,0,0,0,0,0,0,0,0,0
"Tôi cảm thấy rằng hành động của tôi không tự nhiên và đang liên tục bị tâm trí có ý thức của tôi kiểm soát. Não tôi cảm thấy quá tải với tất cả thông tin mà nó đang nhận được và tôi chỉ không thể hành động bình thường (ngay cả khi tôi trông bình thường, tôi không cảm thấy bình thường).",0,0,0,0,0,0,0,0,0,0
"Tôi không thể nói chuyện đúng cách, ngay cả khi tôi ở một mình.",0,0,0,0,0,0,0,0,0,0
"Tôi giỏi che giấu vì mọi người đều nhận thấy tôi là một chàng trai quyến rũ, có trách nhiệm và bình thường. ",0,0,0,0,0,0,0,0,0,0
"Tôi sẽ thực hiện thứ tự này nhiều lần, thường là cho đến khi tôi đến nơi nào đó hoặc gặp gỡ những người khác vì tôi lo lắng họ sẽ đánh xét tôi vì nói chuyện một mình. Tôi luôn lo lắng rằng tôi sẽ quên một cái gì đó trong danh sách đó và điều gì đó tồi tệ sẽ xảy ra vì tôi không hoàn thành điều cụ thể đó. ",0,0,0,0,0,0,0,0,0,0
Tôi cũng làm như vậy với những việc tôi RẤT THÍCH làm. Ví dụ: 1) Tôi trì hoãn làm bài tập về nhà cho đến giờ cuối nhưng tôi thích khi tôi đang làm. 2) Tôi trì hoãn học một lớp nhưng khi tôi cuối cùng làm thì tôi THỰC SỰ rất thích.,0,0,0,0,0,0,0,0,0,0
Nhưng vì tôi tin mẹ mình nên những lời nhận xét này đã ám ảnh tôi và khiến tôi cảm thấy không chắc chắn và không an toàn.,0,0,0,0,0,0,0,0,0,0
"Tôi hy vọng tôi có thể nhận được một số loại câu trả lời cho những cảm xúc này đến từ đâu, thì có lẽ tôi sẽ không cảm thấy tội lỗi nhiều nữa hoặc tự hỏi chính xác điều gì sai với tôi.",0,0,0,0,0,0,0,0,0,0
"Bước vào lớp 8, tôi ban đầu có hy vọng, tôi hy vọng tôi sẽ quay lại và tôi sẽ trở lại với nhịp sống cũ và mọi thứ sẽ ổn, nhưng khi tôi quay lại thì chỉ có nhiều vấn đề hơn. Tôi không tin ai cả, mỗi khi tôi ở bên bạn bè, tôi chỉ cảm thấy cô đơn, và tôi nghĩ rằng họ có lẽ muốn tôi đi để họ có thể thực sự vui vẻ. Một phần trong tôi tự hỏi liệu tất cả điều này có phải là nghiệp báo, và tôi thực sự là một người xấu, hay một kẻ ái kỷ đang chịu đựng hậu quả từ hành động của mình.",0,0,0,0,0,0,0,1,0,0
"Khi ai đó cố gắng nói chuyện với tôi, tôi trở nên rất lo lắng về những gì họ nghĩ về tôi đến nỗi cuối cùng tôi tỏ ra không quan tâm hoặc thậm chí có thể là kênh kiệu, có lẽ vậy. Tôi luôn nghĩ rằng mọi người đang nói xấu sau lưng tôi hoặc nghĩ xấu về tôi. Bất cứ khi nào ai đó thì thầm với người khác, tôi gần như cho rằng họ đang nói xấu về tôi, và tôi hoảng loạn. Ở trường, tôi quá lo lắng liệu tôi có mùi khó chịu hay nếu lớp trang điểm của tôi bị lem, tôi tưởng tượng mọi người đang nhìn tôi một cách kỳ lạ. Tôi luôn nghĩ rằng mọi người nghĩ tôi là một kẻ thua cuộc, và tôi sẽ không rời khỏi nhà mà không trang điểm, vì tôi kinh hãi về những gì người khác nghĩ về tôi.",0,0,0,0,0,0,1,0,0,0
Tôi luôn có cảm giác thoáng qua rằng cuộc hôn nhân và toàn bộ cuộc sống của chúng tôi chỉ là một vỏ bọc cho hành động của cô ấy để bảo vệ danh tiếng của cô ấy.,0,1,0,0,0,0,0,0,0,0
"Anh ta đẩy tôi vào bàn bếp và đặt tay quanh cổ tôi và các con của anh ta ở đó (tôi đã giúp chăm sóc chúng từ khi chúng còn bé, không đùa đâu) vì các con nhìn thấy và khóc, tôi cảm thấy tất cả là lỗi của tôi, vì vậy tôi quỳ xuống và xin tha thứ. Tôi thực sự ghét gia đình mình ngoại trừ mẹ tôi (bà ấy là mẹ tôi), em gái và các cháu gái của tôi.",0,0,0,1,0,0,0,0,0,0
"Nếu tôi không thức dậy trong cơn giận dữ, một điều nhỏ có thể xảy ra và tôi tức giận suốt cả ngày.",0,0,0,0,0,0,0,0,0,0
"Tôi cảm thấy nếu tôi không thực hiện nỗi ám ảnh của mình thì điều gì đó tồi tệ sẽ xảy ra. Chẳng hạn như nhà tôi bị cháy, thành viên gia đình bị ốm hoặc điều gì đó tồi tệ xảy ra với một con người/động vật khác.",0,0,0,1,0,0,0,0,0,0
"Tôi thường dễ dàng bị căng thẳng hoặc lo lắng về những điều tôi không thể kiểm soát, những bất tiện nhỏ hoặc sự kiện cũng khiến tôi rất khó chịu. Tôi",0,0,0,0,0,0,0,0,0,0
Bất kỳ loại âm thanh nào cũng làm tôi khó chịu khi tôi ở trong tâm trạng này. Tôi hoặc tin người quá nhiều hoặc không tin họ chút nào. Tôi cảm thấy rất tội lỗi. ,0,0,0,0,0,0,0,0,0,1
"Đến nỗi tôi tự lái mình điên cuồng nghiền ngẫm về tuổi thơ của mình để tìm câu trả lời. Tôi nghĩ tất cả sự lo lắng của mình đã bắt đầu sau khi hút cần sa và trải qua hiện tượng mất thực tại khi tôi 14 tuổi nhưng bây giờ sau khi vượt qua ngưỡng và nhìn xa hơn, tôi đã có sự lo lắng lớn suốt đời, suy nghĩ quá nhiều về mọi thứ, ngay cả khi còn bé 4 tuổi, tôi vẫn nhớ mình luôn buồn hoặc sợ hãi điều gì đó, luôn nghĩ đến điều tồi tệ nhất, ám ảnh, ám ảnh, ám ảnh, đó là tất cả những gì tôi có thể nhớ. Bây giờ việc tập thể dục đã giúp ích rất nhiều và tôi có thể làm tốt hơn trong việc thư giãn và ngủ đúng cách nhưng cảm giác như nếu tôi có điều này khi còn bé thì có lẽ OCD là tất cả những gì tôi có và cả cuộc đời tôi đã xoay quanh nó nên nó sẽ không bao giờ được giải quyết.",0,0,0,0,0,0,0,0,0,0
"Anh ấy chưa bao giờ ủng hộ hay thông cảm, thay vào đó anh ấy lạm dụng và độc ác.",0,1,0,0,0,0,0,0,0,0
Tôi không thể chịu đựng được khi cô ấy đến gần và tôi có thể nói rằng anh ấy biết tôi cảm thấy thế nào.,0,0,0,0,0,0,1,0,0,0
Bố mẹ chồng tôi dường như hành động chủ yếu theo bản năng mà không suy nghĩ về hậu quả.,0,0,0,0,0,0,0,0,0,0
Tôi đang ở trong tam cá nguyệt thứ 3 và mẹ tôi dường như là một con quỷ!,0,0,0,0,0,0,0,1,0,0
Tôi từng nghĩ điều đó là bình thường nhưng bây giờ tôi không chắc chắn lắm.,0,0,0,0,0,0,0,0,0,0
"Khi tôi hoàn thành việc bịa đặt cuộc tranh cãi trong tương lai của mình, tất cả những nhận thức này bật ra trong đầu tôi và đây là lần duy nhất tôi thành thật với bản thân mình, vậy thì đây tôi đây.",0,0,0,0,0,0,0,0,0,0
"Gần đây tôi cảm thấy thực sự choáng ngợp và nói chung là suy sụp, đặc biệt là về bản thân. Bất cứ khi nào ai đó nói điều gì đó xấu về tôi, tôi cảm thấy vô cùng tội lỗi và bật khóc ngay tại chỗ hoặc sau đó một mình.",0,0,0,1,0,0,0,0,0,0
"Sự sa sút của tôi bắt đầu khi tôi 16 tuổi, và bị ép buộc quan hệ tình dục với một người đàn ông 20 tuổi mà tôi thậm chí không thích. Từ đó tôi có thêm vài cuộc gặp gỡ bình thường. Tôi giả vờ như tôi muốn nó, và tự hào về việc ""là một con điếm"", nhưng thành thật mà nói, tôi chết dần chết mòn bên trong mỗi lần.",0,0,0,0,0,0,0,0,0,0
Tôi thiếu động lực và tôi luôn cảm thấy lười biếng. Tôi trì hoãn tất cả công việc học tập của mình và tôi hoàn toàn không có ý thức quản lý thời gian. Tôi thực sự bắt đầu ghét bản thân mình vì tính cách của tôi có quá nhiều khuyết điểm. Tôi không nghĩ mình là một người tốt.,0,0,0,0,0,0,0,1,0,0
"Các vấn đề lớn nhất của tôi hiện tại là OCD thuần túy tự chẩn đoán cũng như những ảnh hưởng của việc lớn lên với cha mẹ lạm dụng cảm xúc và thể chất, mà tôi vẫn phải sống chung (chưa kể bị bắt nạt ở trường). Với OCD, tôi đã trải qua nhiều nỗi ám ảnh khác nhau khiến tôi bị trầm cảm sâu sắc và có ý định tự tử, đã vượt qua nỗi sợ ung thư, nỗi sợ lệch lạc tình dục, nỗi sợ tâm thần phân liệt, nỗi sợ hiện sinh, v.v.",0,0,0,0,0,0,0,0,0,0
"Tôi thực sự nhìn thấy một hình ảnh trong đầu về việc bản thân bị đấm, tát, lạm dụng, bắn, chặt đầu, cắt xẻo, đầu bị đè nát bởi một tòa nhà, v.v. Tôi cảm thấy bị xúc phạm sâu sắc khi bị chỉ trích, tôi không ""đi chơi"" với bạn bè và cảm thấy thua kém họ, chưa bao giờ đến một bữa tiệc hoặc buổi tụ tập xã hội khác, tôi cảm thấy người khác luôn đánh giá tôi và họ nhớ mọi sai lầm tôi từng mắc phải mặc dù điều đó là phi logic khi nghĩ như vậy, tôi chưa bao giờ có bạn gái, tôi thấy khó tin tưởng người khác, và lối thoát duy nhất của tôi là những tưởng tượng tôi đắm chìm khi tôi ở một mình.",0,0,0,0,0,0,1,0,0,0
